id,year,firstyear_spell,event,event2,deceased,time,lastyear_spell,listing,uri,rank,worth,country,selfmade,sector,age,age_imputed,worth_def,female,gensource,first_2010,continent
895,2022,2022,0,0,0,1,2022,1,doug-clarke,2578,1000,Australia,1,2. New Sector,41,NA,950,0,Self-made male,0,Oceania
896,2023,2023,1,1,0,1,2023,1,doug-meijer,591,4600,United States,0,3. Nontradable,69,NA,4600,0,Inherited male,0,North America
897,2010,2010,1,1,0,1,2010,1,douglas-fregin,937,1000,Canada,1,6. Diversified / Other,49,NA,720,0,Self-made male,1,North America
898,2011,2011,1,1,0,5,2015,1,douglas-hsu,993,1200,Taiwan,0,6. Diversified / Other,69,NA,888,0,Inherited male,0,Asia
898,2018,2018,1,1,0,6,2023,2,douglas-hsu,1867,1200,Taiwan,0,6. Diversified / Other,76,NA,996,0,Inherited male,0,Asia
899,2015,2015,1,1,0,9,2023,1,douglas-leone,847,2200,United States,1,4. Financial,58,NA,1716,0,Self-made male,0,North America
900,2022,2022,1,1,0,2,2023,1,dragos-paval,1929,1500,Romania,1,3. Nontradable,56,NA,1425,0,Self-made male,0,Europe
901,2010,2010,1,1,0,14,2023,1,drayton-mclane-jr,655,1500,United States,0,3. Nontradable,74,NA,1080,0,Inherited male,1,North America
902,2014,2014,1,1,0,10,2023,1,drew-houston,1372,1200,United States,1,2. New Sector,31,NA,936,0,Self-made male,0,North America
903,2021,2021,1,1,0,3,2023,1,drorit-wertheim,2141,1400,Israel,0,5. Tradable,65,NA,1232,1,Inherited female,0,Asia
904,2011,2011,1,1,0,1,2011,1,du-jiangtao,938,1300,China,1,5. Tradable,42,NA,962,0,Self-made male,0,Asia
904,2014,2014,1,1,0,6,2019,2,du-jiangtao,1284,1300,China,1,5. Tradable,45,NA,1014,0,Self-made male,0,Asia
904,2021,2021,1,1,0,3,2023,3,du-jiangtao,727,4000,China,1,5. Tradable,52,NA,3520,0,Self-made male,0,Asia
905,2019,2019,1,1,0,2,2020,1,du-sha,2057,1000,China,1,6. Diversified / Other,72,NA,840,0,Self-made male,0,Asia
906,2010,2010,1,1,0,1,2010,1,du-shuanghua,828,1200,China,1,5. Tradable,45,NA,864,0,Self-made male,1,Asia
906,2019,2019,0,0,0,4,2022,2,du-shuanghua,1425,1600,China,1,5. Tradable,54,NA,1344,0,Self-made male,0,Asia
907,2023,2023,1,1,0,1,2023,1,du-yulin,2540,1000,China,1,2. New Sector,51,NA,1000,0,Self-made male,0,Asia
908,2020,2020,1,1,0,4,2023,1,duke-reyes,1415,1500,United States,0,5. Tradable,63,NA,1290,0,Inherited male,0,North America
909,2011,2011,1,1,0,5,2015,1,dulce-pugliese-de-godoy-bueno,651,1900,Brazil,1,2. New Sector,64,NA,1406,1,Self-made female,0,South America
909,2017,2017,0,0,0,6,2022,2,dulce-pugliese-de-godoy-bueno,1161,1800,Brazil,1,2. New Sector,70,NA,1458,1,Self-made female,0,South America
910,2018,2018,1,1,0,6,2023,1,duncan-macmillan,2124,1000,United States,1,4. Financial,81,NA,830,0,Self-made male,0,North America
911,2011,2011,1,1,0,13,2023,1,dustin-moskovitz,420,2700,United States,1,3. Nontradable,27,NA,1998,0,Self-made male,0,North America
912,2010,2010,1,1,0,1,2010,1,dwight-schar,937,1000,United States,1,5. Tradable,68,NA,720,0,Self-made male,1,North America
912,2022,2022,1,1,0,2,2023,2,dwight-schar,1579,1900,United States,1,5. Tradable,80,NA,1805,0,Self-made male,0,North America
913,2015,2015,1,1,0,9,2023,1,e-joe-shoen,1638,1100,United States,0,5. Tradable,66,NA,858,0,Inherited male,0,North America
915,2015,2015,1,1,0,5,2019,1,eddy-kusnadi-sariaatmadja,1415,1300,Indonesia,1,3. Nontradable,62,NA,1014,0,Self-made male,0,Asia
915,2021,2021,1,1,0,3,2023,2,eddy-kusnadi-sariaatmadja,1008,3000,Indonesia,1,3. Nontradable,68,NA,2640,0,Self-made male,0,Asia
916,2023,2023,1,1,0,1,2023,1,eddy-sugianto,2259,1200,Indonesia,1,1. Resource-related,77,NA,1200,0,Self-made male,0,Asia
917,2010,2010,0,1,1,1,2010,1,edgar-bronfman,374,2500,United States,0,3. Nontradable,81,NA,1800,0,Inherited male,1,North America
918,2014,2014,0,1,1,3,2016,1,edgar-de-picciotto,1078,1650,Switzerland,1,4. Financial,85,NA,1287,0,Self-made male,0,Europe
919,2017,2017,1,1,0,1,2017,1,edgar-sia-ii,1940,1000,Philippines,1,5. Tradable,40,NA,810,0,Self-made male,0,Asia
919,2021,2021,1,1,0,1,2021,2,edgar-sia-ii,2524,1100,Philippines,1,5. Tradable,44,NA,968,0,Self-made male,0,Asia
920,2013,2013,1,1,0,3,2015,1,edir-macedo,1268,1100,Brazil,1,3. Nontradable,68,NA,847,0,Self-made male,0,South America
921,2010,2010,1,1,0,11,2020,1,edmund-ansin,773,1300,United States,0,3. Nontradable,74,NA,936,0,Inherited male,1,North America
922,2015,2015,1,1,0,9,2023,1,edouard-carmignac,1190,1600,France,1,4. Financial,68,NA,1248,0,Self-made male,0,Europe
923,2011,2011,0,1,1,6,2016,1,edson-de-godoy-bueno,595,2000,Brazil,1,2. New Sector,68,NA,1480,0,Self-made male,0,South America
924,2018,2018,1,1,0,1,2018,1,eduard-chukhlebov,2124,1000,Russia,1,1. Resource-related,55,NA,830,0,Self-made male,0,Asia
924,2020,2020,1,1,0,2,2021,2,eduard-chukhlebov,1990,1000,Russia,1,1. Resource-related,57,NA,860,0,Self-made male,0,Asia
925,2021,2021,1,1,0,3,2023,1,eduard-kucera,2524,1100,Czechia,1,2. New Sector,68,NA,968,0,Self-made male,0,Europe
926,2010,2010,1,1,0,1,2010,1,eduard-shifrin,773,1300,United Kingdom,0,1. Resource-related,50,NA,936,0,Inherited male,1,Europe
927,2013,2013,1,1,0,7,2019,1,eduardo-belmont-anderson,195,6100,Peru,1,3. Nontradable,68,NA,4697,0,Self-made male,0,South America
927,2021,2021,1,1,0,1,2021,2,eduardo-belmont-anderson,2524,1100,Peru,1,3. Nontradable,76,NA,968,0,Self-made male,0,South America
928,2012,2012,1,1,1,1,2012,1,eduardo-cojuangco,960,1300,Philippines,1,5. Tradable,77,NA,988,0,Self-made male,0,Asia
928,2017,2017,0,1,1,4,2020,2,eduardo-cojuangco,1678,1200,Philippines,1,5. Tradable,82,NA,972,0,Self-made male,0,Asia
929,2017,2017,1,1,0,2,2018,1,eduardo-costantini,1940,1000,Argentina,1,4. Financial,71,NA,810,0,Self-made male,0,South America
929,2022,2022,1,1,0,2,2023,2,eduardo-costantini,1929,1500,Argentina,1,4. Financial,76,NA,1425,0,Self-made male,0,South America
930,2021,2021,1,1,0,1,2021,1,eduardo-de-pontes,1299,2400,Brazil,1,2. New Sector,41,NA,2112,0,Self-made male,0,South America
931,2012,2012,1,1,0,8,2019,1,eduardo-eurnekian,719,1800,Argentina,1,6. Diversified / Other,80,NA,1368,0,Self-made male,0,South America
931,2021,2021,1,1,0,3,2023,2,eduardo-eurnekian,2263,1300,Argentina,1,6. Diversified / Other,89,NA,1144,0,Self-made male,0,South America
932,2012,2012,1,1,0,3,2014,1,eduardo-hochschild,578,2200,Peru,0,1. Resource-related,49,NA,1672,0,Inherited male,0,South America
932,2017,2017,1,1,0,3,2019,2,eduardo-hochschild,1376,1500,Peru,0,1. Resource-related,54,NA,1215,0,Inherited male,0,South America
932,2021,2021,0,0,0,2,2022,3,eduardo-hochschild,2263,1300,Peru,0,1. Resource-related,58,NA,1144,0,Inherited male,0,South America
933,2011,2011,1,1,0,13,2023,1,eduardo-saverin,782,1600,United States,1,2. New Sector,29,NA,1184,0,Self-made male,0,South America
934,2010,2010,1,1,0,14,2023,1,edward-bass,556,1800,United States,0,1. Resource-related,65,NA,1296,0,Inherited male,1,North America
935,2010,2010,1,1,0,14,2023,1,edward-debartolo-jr,773,1300,United States,0,4. Financial,64,NA,936,0,Inherited male,1,North America
936,2010,2010,0,1,1,12,2021,1,edward-johnson-iii,85,8000,United States,0,4. Financial,80,NA,5760,0,Inherited male,1,North America
937,2018,2018,1,1,0,6,2023,1,edward-johnson-iv,629,3600,United States,0,4. Financial,54,NA,2988,0,Inherited male,0,North America
938,2019,2019,1,1,0,5,2023,1,edward-kwok,1281,1800,Hong Kong,0,4. Financial,38,NA,1512,0,Inherited male,0,Asia
939,2010,2010,1,1,0,10,2019,1,edward-lampert,316,3000,United States,1,4. Financial,48,NA,2160,0,Self-made male,1,North America
939,2021,2021,1,1,0,3,2023,2,edward-lampert,1833,1700,United States,1,4. Financial,59,NA,1496,0,Self-made male,0,North America
940,2010,2010,1,1,0,14,2023,1,edward-roski-jr,655,1500,United States,0,4. Financial,72,NA,1080,0,Inherited male,1,North America
941,2013,2013,1,1,0,3,2015,1,edward-stack,1268,1100,United States,1,3. Nontradable,59,NA,847,0,Self-made male,0,North America
941,2017,2017,1,1,0,1,2017,2,edward-stack,1678,1200,United States,1,3. Nontradable,63,NA,972,0,Self-made male,0,North America
941,2021,2021,1,1,0,3,2023,3,edward-stack,2141,1400,United States,1,3. Nontradable,67,NA,1232,0,Self-made male,0,North America
942,2013,2013,1,1,0,11,2023,1,edwin-leong,736,2000,Hong Kong,1,4. Financial,62,NA,1540,0,Self-made male,0,Asia
943,2011,2011,1,1,0,5,2015,1,edwin-soeryadjaya-1,782,1600,Indonesia,0,1. Resource-related,62,NA,1184,0,Inherited male,0,Asia
943,2022,2022,1,1,0,2,2023,2,edwin-soeryadjaya-1,1929,1500,Indonesia,0,1. Resource-related,73,NA,1425,0,Inherited male,0,Asia
944,2022,2022,1,1,0,2,2023,1,edythe-broad,350,6900,United States,0,6. Diversified / Other,86,NA,6555,1,Inherited female,0,North America
945,2014,2014,1,1,0,1,2014,1,eggon-da-silva,1284,1300,Brazil,1,5. Tradable,85,NA,1014,0,Self-made male,0,South America
946,2020,2020,1,1,0,4,2023,1,egon-durban,1730,1200,United States,1,4. Financial,47,NA,1032,0,Self-made male,0,North America
947,2022,2022,1,1,0,2,2023,1,egor-kulkov,1513,2000,Russia,1,2. New Sector,51,NA,1900,0,Self-made male,0,Asia
948,2018,2018,1,1,0,6,2023,1,eiichi-kuriwada,1867,1200,Japan,1,3. Nontradable,72,NA,996,0,Self-made male,0,Asia
949,2010,2010,1,1,0,4,2013,1,eike-batista,8,27000,Brazil,1,1. Resource-related,54,NA,19440,0,Self-made male,1,South America
950,2010,2010,1,1,0,3,2012,1,eitaro-itoyama,277,3400,Japan,0,4. Financial,68,NA,2448,0,Inherited male,1,Asia
951,2013,2013,1,1,0,2,2014,1,elaine-marshall,145,8000,United States,0,6. Diversified / Other,71,NA,6160,1,Inherited female,0,North America
952,2011,2011,1,1,0,13,2023,1,elaine-wynn,879,1400,United States,1,3. Nontradable,69,NA,1036,1,Self-made female,0,North America
953,2023,2023,1,1,0,1,2023,1,eleanor-butt-crook,1067,2800,United States,0,3. Nontradable,91,NA,2800,1,Inherited female,0,North America
954,2010,2010,1,1,0,14,2023,1,elena-baturina,342,2900,Russia,1,5. Tradable,47,NA,2088,1,Self-made female,1,Asia
955,2010,2010,0,1,1,12,2021,1,eli-broad,132,5700,United States,1,4. Financial,77,NA,4104,0,Self-made male,1,North America
956,2010,2010,1,1,0,5,2014,1,elie-horn,437,2200,Brazil,1,4. Financial,66,NA,1584,0,Self-made male,1,South America
956,2018,2018,1,1,0,1,2018,2,elie-horn,2124,1000,Brazil,1,4. Financial,74,NA,830,0,Self-made male,0,South America
957,2010,2010,1,1,0,10,2019,1,eliodoro-matte,84,8100,Chile,0,5. Tradable,65,NA,5832,0,Inherited male,1,South America
958,2012,2012,1,1,0,4,2015,1,elisabeth-badinter,1075,1100,France,0,3. Nontradable,68,NA,836,1,Inherited female,0,Europe
959,2023,2023,1,1,0,1,2023,1,elisabeth-deluca,699,4000,United States,0,5. Tradable,76,NA,4000,1,Inherited female,0,North America
960,2020,2020,1,1,0,1,2020,1,elisabeth-furtwaengler,1730,1200,Germany,0,3. Nontradable,28,NA,1032,1,Inherited female,0,Europe
961,2010,2010,1,1,0,10,2019,1,elisabeth-mohn,189,4400,Germany,0,3. Nontradable,69,NA,3168,1,Inherited female,1,Europe
962,2015,2015,1,1,0,2,2016,1,elizabeth-holmes,360,4500,United States,1,2. New Sector,31,NA,3510,1,Self-made female,0,North America
963,2018,2018,1,1,0,6,2023,1,elizabeth-johnson,629,3600,United States,0,4. Financial,55,NA,2988,1,Inherited female,0,North America
964,2019,2019,1,1,0,5,2023,1,elizabeth-sy,1227,1900,Philippines,0,6. Diversified / Other,67,NA,1596,1,Inherited female,0,Asia
965,2023,2023,1,1,0,1,2023,1,elizabeth-uihlein,748,3800,United States,1,5. Tradable,78,NA,3800,1,Self-made female,0,North America
966,2012,2012,1,1,0,12,2023,1,elon-musk,634,2000,United States,1,5. Tradable,41,NA,1520,0,Self-made male,0,North America
967,2014,2014,1,1,0,1,2014,1,els-blokker,1210,1400,Netherlands,0,3. Nontradable,66,NA,1092,1,Inherited female,0,Europe
968,2010,2010,1,1,0,14,2023,1,emanuele-lino-saputo,400,2400,Canada,0,5. Tradable,73,NA,1728,0,Inherited male,1,North America
969,2016,2016,1,1,0,3,2018,1,emanuella-barilla,906,2000,Italy,0,5. Tradable,49,NA,1580,1,Inherited female,0,Europe
970,2010,2010,1,1,0,10,2019,1,emilio-azcarraga-jean,655,1500,Mexico,0,3. Nontradable,42,NA,1080,0,Inherited male,1,North America
970,2022,2022,0,0,0,1,2022,2,emilio-azcarraga-jean,2324,1200,Mexico,0,3. Nontradable,54,NA,1140,0,Inherited male,0,North America
971,2010,2010,1,1,0,3,2012,1,emilio-botin,582,1700,Spain,0,4. Financial,76,NA,1224,0,Inherited male,1,Europe
972,2021,2021,1,1,0,1,2021,1,emma-marcegaglia,2141,1400,Italy,0,1. Resource-related,56,NA,1232,1,Inherited female,0,Europe
973,2013,2013,1,1,0,11,2023,1,emmanuel-besnier,299,4300,France,0,5. Tradable,43,NA,3311,0,Inherited male,0,Europe
974,2010,2010,0,1,1,12,2021,1,ennio-doris,536,1900,Italy,1,4. Financial,70,NA,1368,0,Self-made male,1,Europe
975,2021,2021,1,1,0,1,2021,1,enrico-preziosi,2524,1100,Italy,1,3. Nontradable,73,NA,968,0,Self-made male,0,Europe
976,2010,2010,1,1,0,5,2014,1,enrique-banuelos,655,1500,Spain,1,4. Financial,44,NA,1080,0,Self-made male,1,Europe
977,2011,2011,1,1,0,13,2023,1,enrique-razon-jr,1057,1100,Philippines,0,3. Nontradable,51,NA,814,0,Inherited male,0,Asia
978,2018,2018,1,1,0,6,2023,1,eren-ozmen,1561,1500,United States,1,5. Tradable,60,NA,1245,1,Self-made female,0,North America
979,2017,2017,1,1,0,7,2023,1,eric-douglas,1678,1200,Sweden,0,6. Diversified / Other,49,NA,972,0,Inherited male,0,Europe
980,2021,2021,1,1,0,1,2021,1,eric-jing,1833,1700,China,1,2. New Sector,49,NA,1496,0,Self-made male,0,Asia
981,2011,2011,1,1,0,13,2023,1,eric-lefkofsky,782,1600,United States,1,2. New Sector,42,NA,1184,0,Self-made male,0,North America
982,2010,2010,1,1,0,14,2023,1,eric-schmidt,117,6300,United States,1,2. New Sector,55,NA,4536,0,Self-made male,1,North America
983,2017,2017,1,1,0,7,2023,1,eric-smidt,1030,2000,United States,1,3. Nontradable,57,NA,1620,0,Self-made male,0,North America
984,2012,2012,1,1,0,1,2012,1,eric-sprott,1075,1100,Canada,1,4. Financial,68,NA,836,0,Self-made male,0,North America
985,2019,2019,1,1,0,5,2023,1,eric-wittouck,191,7600,Belgium,0,4. Financial,73,NA,6384,0,Inherited male,0,Europe
986,2015,2015,1,1,0,1,2015,1,eric-ya-shen,1054,1800,China,1,2. New Sector,44,NA,1404,0,Self-made male,0,Asia
986,2017,2017,1,1,0,2,2018,2,eric-ya-shen,1940,1000,China,1,2. New Sector,46,NA,810,0,Self-made male,0,Asia
986,2020,2020,1,1,0,2,2021,3,eric-ya-shen,1851,1100,China,1,2. New Sector,49,NA,946,0,Self-made male,0,Asia
986,2023,2023,1,1,0,1,2023,4,eric-ya-shen,2259,1200,China,1,2. New Sector,52,NA,1200,0,Self-made male,0,Asia
987,2020,2020,1,1,0,4,2023,1,eric-yuan,293,5500,United States,1,2. New Sector,50,NA,4730,0,Self-made male,0,North America
988,2014,2014,0,1,1,4,2017,1,erich-kellerhals,375,4000,Germany,1,3. Nontradable,75,NA,3120,0,Self-made male,0,Europe
989,2021,2021,1,1,0,3,2023,1,erich-wesjohann,384,6800,Germany,1,5. Tradable,76,NA,5984,0,Self-made male,0,Europe
990,2022,2022,0,0,0,1,2022,1,erik-must,2448,1100,Norway,1,4. Financial,79,NA,1045,0,Self-made male,0,Europe
991,2017,2017,0,0,0,6,2022,1,erik-paulsson,1940,1000,Sweden,1,4. Financial,75,NA,810,0,Self-made male,0,Europe
992,2016,2016,1,1,0,8,2023,1,erik-selin,854,2100,Sweden,1,4. Financial,49,NA,1659,0,Self-made male,0,Europe
993,2014,2014,1,1,0,3,2016,1,erika-pohl-stroeher,1154,1500,Germany,0,3. Nontradable,95,NA,1170,1,Inherited female,0,Europe
994,2010,2010,0,1,1,9,2018,1,erivan-haub,176,4500,Germany,0,3. Nontradable,78,NA,3240,0,Inherited male,1,Europe
995,2010,2010,1,1,0,14,2023,1,erman-ilicak,488,2000,Turkey,1,5. Tradable,43,NA,1440,0,Self-made male,1,Asia
996,2014,2014,0,0,0,9,2022,1,ermirio-pereira-de-moraes,520,3100,Brazil,0,6. Diversified / Other,82,NA,2418,0,Inherited male,0,South America
997,2018,2018,1,1,0,6,2023,1,ernest-garcia-ii,1103,2200,United States,1,5. Tradable,61,NA,1826,0,Self-made male,0,North America
998,2021,2021,0,0,0,2,2022,1,ernest-garcia-iii,339,7400,United States,0,5. Tradable,39,NA,6512,0,Inherited male,0,North America
999,2010,2010,1,1,0,14,2023,1,ernesto-bertarelli,64,10000,Switzerland,0,2. New Sector,45,NA,7200,0,Inherited male,1,Europe
1000,2018,2018,1,1,0,1,2018,1,erol-tabanca,1756,1300,Turkey,1,5. Tradable,61,NA,1079,0,Self-made male,0,Asia
1001,2014,2014,1,1,0,10,2023,1,erwin-franz-mueller,869,2000,Germany,1,3. Nontradable,82,NA,1560,0,Self-made male,0,Europe
1002,2010,2010,1,1,0,8,2017,1,esther-grether,655,1500,Switzerland,0,3. Nontradable,74,NA,1080,1,Inherited female,1,Europe
1002,2020,2020,1,1,0,4,2023,2,esther-grether,1415,1500,Switzerland,0,3. Nontradable,84,NA,1290,1,Inherited female,0,Europe
1003,2010,2010,1,1,0,4,2013,1,esther-koplowitz,488,2000,Spain,0,5. Tradable,57,NA,1440,1,Inherited female,1,Europe
1004,2015,2015,1,1,0,9,2023,1,eugene-kaspersky,1741,1000,Russia,1,2. New Sector,50,NA,780,0,Self-made male,0,Asia
1005,2019,2019,1,1,0,5,2023,1,eugene-murtagh,1717,1300,Ireland,1,5. Tradable,77,NA,1092,0,Self-made male,0,Europe
1006,2021,2021,1,1,0,3,2023,1,eugene-wu,2524,1100,Taiwan,0,4. Financial,76,NA,968,0,Inherited male,0,Asia
1007,2010,2010,1,1,0,14,2023,1,euisun-chung,773,1300,South Korea,0,5. Tradable,40,NA,936,0,Inherited male,1,Asia
1008,2013,2013,1,1,0,7,2019,1,eva-gonda-de-rivera,179,6600,Mexico,0,5. Tradable,63.16475645,63.16475645,5082,1,Inherited female,0,North America
1009,2016,2016,1,1,0,8,2023,1,eva-maria-braun-luedicke,1275,1400,Germany,0,2. New Sector,29,NA,1106,1,Inherited female,0,Europe
1010,2013,2013,1,1,0,11,2023,1,eva-maria-bucher-haefner,736,2000,Switzerland,0,2. New Sector,56,NA,1540,1,Inherited female,0,Europe
1011,2016,2016,1,1,0,4,2019,1,evan-sharp,1694,1000,United States,1,2. New Sector,34,NA,790,0,Self-made male,0,North America
1012,2015,2015,1,1,0,9,2023,1,evan-spiegel,1250,1500,United States,1,2. New Sector,25,NA,1170,0,Self-made male,0,North America
1013,2014,2014,1,1,0,10,2023,1,evan-williams,446,3500,United States,1,2. New Sector,42,NA,2730,0,Self-made male,0,North America
1014,2010,2010,1,1,0,14,2023,1,evgeny-eugene-shvidler,828,1200,United States,1,1. Resource-related,46,NA,864,0,Self-made male,1,North America
1015,2012,2012,1,1,0,12,2023,1,eyal-ofer,173,5800,Israel,0,6. Diversified / Other,62,NA,4408,0,Inherited male,0,Asia
1016,2013,2013,1,1,0,11,2023,1,ezra-nahmad,974,1500,Monaco,0,4. Financial,68,NA,1155,0,Inherited male,0,Europe
1017,2021,2021,1,1,0,1,2021,1,fabricio-garcia,1517,2100,Brazil,0,3. Nontradable,43,NA,1848,0,Inherited male,0,South America
1018,2010,2010,1,1,0,7,2016,1,fahed-hariri,721,1400,Lebanon,0,5. Tradable,30,NA,1008,0,Inherited male,1,Africa
1018,2018,2018,1,1,0,6,2023,2,fahed-hariri,1756,1300,Lebanon,0,5. Tradable,38,NA,1079,0,Inherited male,0,Africa
1019,2016,2016,1,1,0,8,2023,1,faisal-bin-qassim-al-thani,906,2000,Qatar,1,6. Diversified / Other,68,NA,1580,0,Self-made male,0,Asia
1020,2022,2022,1,1,0,2,2023,1,falguni-nayar,637,4500,India,1,3. Nontradable,59,NA,4275,1,Self-made female,0,Asia
1021,2023,2023,1,1,0,1,2023,1,fan-daidi,818,3500,China,1,3. Nontradable,57,NA,3500,1,Self-made female,0,Asia
1022,2018,2018,1,1,0,6,2023,1,fan-hongwei,527,4100,China,1,1. Resource-related,51,NA,3403,1,Self-made female,0,Asia
1023,2020,2020,0,0,0,3,2022,1,fan-minhua,1990,1000,China,1,2. New Sector,59,NA,860,1,Self-made female,0,Asia
1024,2012,2012,1,1,0,1,2012,1,fan-zhaoxia,1153,1000,China,1,1. Resource-related,45,NA,760,1,Self-made female,0,Asia
1024,2015,2015,1,1,0,3,2017,2,fan-zhaoxia,1638,1100,China,1,1. Resource-related,48,NA,858,1,Self-made female,0,Asia
1024,2021,2021,0,0,0,2,2022,3,fan-zhaoxia,2378,1200,China,1,1. Resource-related,54,NA,1056,1,Self-made female,0,Asia
1025,2018,2018,1,1,0,1,2018,1,fang-hongbo,1867,1200,China,1,5. Tradable,51,NA,996,0,Self-made male,0,Asia
1025,2020,2020,1,1,0,4,2023,2,fang-hongbo,1990,1000,China,1,5. Tradable,53,NA,860,0,Self-made male,0,Asia
1026,2016,2016,1,1,0,2,2017,1,fang-tonghua,1198,1500,China,1,2. New Sector,53,NA,1185,0,Self-made male,0,Asia
1027,2022,2022,0,0,0,1,2022,1,fang-xiaoliang,1445,2100,China,1,2. New Sector,64,NA,1995,0,Self-made male,0,Asia
1028,2021,2021,1,1,0,1,2021,1,fang-zhancheng,2141,1400,China,1,5. Tradable,63.73740777,63.73740777,1232,0,Self-made male,0,Asia
1029,2023,2023,1,1,0,1,2023,1,farhad-ebrahimi,2259,1200,United States,1,5. Tradable,84,NA,1200,0,Self-made male,0,North America
1030,2013,2013,1,1,0,11,2023,1,farhad-moshiri,503,2800,United Kingdom,1,6. Diversified / Other,58,NA,2156,0,Self-made male,0,Europe
1031,2013,2013,1,1,0,11,2023,1,farkhad-akhmedov,1031,1400,Russia,1,1. Resource-related,58,NA,1078,0,Self-made male,0,Asia
1032,2012,2012,1,1,0,12,2023,1,farris-wilks,913,1400,United States,1,1. Resource-related,60,NA,1064,0,Self-made male,0,North America
1033,2010,2010,1,1,0,14,2023,1,faruk-eczacibasi,828,1200,Turkey,0,6. Diversified / Other,56,NA,864,0,Inherited male,1,Asia
1034,2018,2018,1,1,0,6,2023,1,fatih-ozmen,1561,1500,United States,1,5. Tradable,60,NA,1245,0,Self-made male,0,North America
1035,2018,2018,1,1,0,2,2019,1,fatih-tosyali,1756,1300,Turkey,1,1. Resource-related,52,NA,1079,0,Self-made male,0,Asia
1036,2015,2015,1,1,0,4,2018,1,fatma-tuba-yazici,1741,1000,Turkey,0,6. Diversified / Other,42,NA,780,1,Inherited female,0,Asia
1037,2015,2015,1,1,0,1,2015,1,fawaz-alhokair,1324,1400,Saudi Arabia,1,3. Nontradable,49,NA,1092,0,Self-made male,0,Asia
1037,2017,2017,1,1,0,1,2017,2,fawaz-alhokair,1678,1200,Saudi Arabia,1,3. Nontradable,51,NA,972,0,Self-made male,0,Asia
1038,2012,2012,1,1,0,4,2015,1,fawzi-al-kharafi,1015,1200,Kuwait,0,6. Diversified / Other,66.51573369,66.51573369,912,0,Inherited male,0,Asia
